Pedido_ID;Data_Pedido;Cliente_ID;Cidade;UF;Regiao;Categoria_Produto;Produto;Quantidade;Valor_Unitario_R$;Valor_Total_R$;Canal_Marketing;Desconto_%;Frete_R$;Status_Pedido;Avaliacao_1a5;Tempo_Entrega_Dias;Reclamacao
PED-0337;08/02/2023;CLI-2879;São Luís;TO;Norte;Beleza;Hidratante;4;1831,06;7324,24;Facebook Ads;0;44,55;Entregue;3;17;Sim
PED-0338;13/07/2023;CLI-8590;Uberlândia;TO;Norte;Beleza;Maquiagem;4;3205,89;12823,56;YouTube Ads;0;31,24;Cancelado;;;
PED-0339;11/09/2024;CLI-6561;Vitória;PA;Norte;Casa;Luminária;1;1451,20;1451,20;Google Ads;15;44,28;Entregue;2;18;Não
PED-0340;23/11/2023;CLI-4410;Cuiabá;TO;Norte;Alimentos;Cesta Orgânica;2;696,22;1392,44;Influenciador;15;19,37;Processando;;;
PED-0341;31/12/2023;CLI-4587;Feira de Santana;DF;Centro-Oeste;Brinquedos;Carrinho;5;468,90;2344,50;Influenciador;30;14,38;Cancelado;;;
PED-0342;03/04/2024;CLI-4125;Sorocaba;MG;Sudeste;Eletrônicos;Notebook;5;1904,75;9523,75;Influenciador;5;29,46;Processando;;;
PED-0343;21/01/2023;CLI-1658;Manaus;SE;Nordeste;Esportes;Garrafa Térmica;1;1023,88;1023,88;Instagram Ads;5;41,38;Processando;;;
PED-0344;08/01/2023;CLI-5174;Ribeirão Preto;GO;Centro-Oeste;Livros;Romance;1;25,28;25,28;Influenciador;25;40,32;Em Transporte;;;
PED-0345;18/12/2024;CLI-9503;Joinville;PI;Nordeste;Esportes;Bola;5;3267,83;16339,15;Influenciador;25;23,12;Processando;;;
PED-0346;10/06/2024;CLI-7642;Campinas;CE;Nordeste;Moda;Bolsa;2;758,23;1516,46;Instagram Ads;25;17,69;Devolvido;;25;
PED-0347;09/07/2023;CLI-5136;Campo Grande;GO;Centro-Oeste;Beleza;Shampoo;1;1555,04;1555,04;Orgânico;15;9,04;Cancelado;;;
PED-0348;03/09/2024;CLI-6449;Belo Horizonte;MA;Nordeste;Brinquedos;Quebra-Cabeça;3;2875,89;8627,67;YouTube Ads;25;14,08;Entregue;3;2;Não
PED-0349;24/09/2024;CLI-6397;São José dos Campos;MT;Centro-Oeste;Beleza;Hidratante;4;3389,31;13557,24;TikTok Ads;5;17,47;Em Transporte;;;
PED-0350;23/07/2024;CLI-8705;Brasília;PA;Norte;Esportes;Haltere;3;592,14;1776,42;Orgânico;30;28,71;Devolvido;;8;
PED-0351;06/12/2023;CLI-8938;São José dos Campos;MA;Nordeste;Alimentos;Café Especial;1;2655,13;2655,13;E-mail Marketing;15;15,65;Entregue;2;1;Não
PED-0352;10/09/2024;CLI-1461;Maceió;AC;Norte;Beleza;Protetor Solar;2;106,35;212,70;Influenciador;25;43,64;Cancelado;;;
PED-0353;31/01/2023;CLI-6759;Uberlândia;MS;Centro-Oeste;Casa;Luminária;3;1995,62;5986,86;Orgânico;5;46,79;Entregue;1;14;Não
PED-0354;13/10/2023;CLI-7395;Sorocaba;PA;Norte;Beleza;Protetor Solar;4;137,07;548,28;YouTube Ads;25;38,50;Entregue;4;23;Sim
PED-0355;27/10/2023;CLI-3189;Salvador;RR;Norte;Casa;Almofada;2;2282,39;4564,78;Influenciador;20;48,21;Em Transporte;;;
PED-0356;23/07/2024;CLI-5507;Recife;MG;Sudeste;Esportes;Tênis Corrida;4;2020,43;8081,72;Orgânico;30;31,72;Entregue;1;18;Não
PED-0357;10/05/2024;CLI-7696;São José dos Campos;AM;Norte;Beleza;Perfume;1;3360,32;3360,32;Google Ads;10;16,33;Entregue;3;20;Não
PED-0358;08/09/2024;CLI-3738;Guarulhos;MG;Sudeste;Moda;Camiseta;4;1617,72;6470,88;Orgânico;30;46,10;Devolvido;;7;
PED-0359;14/03/2023;CLI-4644;Campinas;GO;Centro-Oeste;Moda;Camiseta;4;2780,80;11123,20;Google Ads;5;40,74;Em Transporte;;;
PED-0360;01/08/2024;CLI-5091;Vitória;SC;Sul;Livros;Autoajuda;4;860,26;3441,04;TikTok Ads;30;3,23;Devolvido;;11;
PED-0361;28/02/2023;CLI-4014;Natal;PE;Nordeste;Beleza;Shampoo;5;416,69;2083,45;Google Ads;25;33,52;Cancelado;;;
PED-0362;14/12/2023;CLI-9466;Maringá;SC;Sul;Casa;Quadro;2;1594,38;3188,76;YouTube Ads;20;49,37;Em Transporte;;;
PED-0363;17/07/2023;CLI-6704;Porto Velho;MS;Centro-Oeste;Livros;Romance;3;3251,30;9753,90;Facebook Ads;5;24,78;Cancelado;;;
PED-0364;11/12/2024;CLI-5602;Curitiba;TO;Norte;Eletrônicos;Smart Watch;4;1256,19;5024,76;Influenciador;10;13,73;Em Transporte;;;
PED-0365;02/12/2023;CLI-9720;Salvador;MA;Nordeste;Moda;Relógio;1;253,65;253,65;TikTok Ads;0;9,12;Processando;;;
PED-0366;30/04/2023;CLI-3880;Vitória;RJ;Sudeste;Livros;Técnico;2;1268,88;2537,76;Orgânico;10;15,02;Em Transporte;;;
PED-0367;10/03/2024;CLI-3049;Rio de Janeiro;GO;Centro-Oeste;Brinquedos;Lego;3;3006,82;9020,46;Google Ads;0;12,82;Processando;;;
PED-0368;07/11/2023;CLI-8468;Maringá;MS;Centro-Oeste;Beleza;Maquiagem;2;2959,81;5919,62;Google Ads;25;19,67;Devolvido;;2;
PED-0369;11/10/2023;CLI-6554;Porto Alegre;SP;Sudeste;Beleza;Protetor Solar;5;484,25;2421,25;Instagram Ads;5;1,83;Cancelado;;;
PED-0370;12/01/2023;CLI-3992;Aracaju;TO;Norte;Eletrônicos;Notebook;5;2699,74;13498,70;Orgânico;25;37,42;Processando;;;
PED-0371;19/07/2023;CLI-1510;Vitória;ES;Sudeste;Brinquedos;Quebra-Cabeça;5;1095,14;5475,70;Google Ads;25;21,10;Entregue;5;18;Não
PED-0372;11/10/2023;CLI-9560;Osasco;SE;Nordeste;Esportes;Garrafa Térmica;4;1104,41;4417,64;E-mail Marketing;20;8,03;Em Transporte;;;
PED-0373;18/06/2024;CLI-6969;Joinville;RR;Norte;Moda;Calça Jeans;1;2270,57;2270,57;Instagram Ads;30;44,03;Entregue;1;19;Não
PED-0374;23/10/2024;CLI-4690;Vitória;PB;Nordeste;Beleza;Protetor Solar;2;2095,31;4190,62;Instagram Ads;20;38,16;Entregue;1;20;Não
PED-0375;11/06/2023;CLI-8784;Curitiba;RJ;Sudeste;Alimentos;Cesta Orgânica;1;798,68;798,68;Google Ads;20;39,37;Devolvido;;4;
PED-0376;25/06/2024;CLI-1568;Maringá;PE;Nordeste;Casa;Luminária;3;3310,19;9930,57;E-mail Marketing;10;47,01;Devolvido;;11;
PED-0377;13/08/2023;CLI-2257;Porto Alegre;PE;Nordeste;Esportes;Garrafa Térmica;5;896,19;4480,95;E-mail Marketing;0;18,26;Em Transporte;;;
PED-0378;24/03/2023;CLI-7628;Osasco;GO;Centro-Oeste;Esportes;Haltere;3;2581,97;7745,91;YouTube Ads;15;9,34;Entregue;4;17;Não
PED-0379;15/06/2024;CLI-4717;Rio de Janeiro;AL;Nordeste;Livros;HQ/Mangá;3;612,15;1836,45;Influenciador;30;18,39;Processando;;;
PED-0380;15/07/2023;CLI-7226;João Pessoa;RN;Nordeste;Casa;Quadro;5;3361,22;16806,10;TikTok Ads;0;0,41;Devolvido;;21;
PED-0381;23/08/2023;CLI-1134;Rio de Janeiro;PR;Sul;Casa;Luminária;5;2987,64;14938,20;TikTok Ads;20;12,35;Cancelado;;;
PED-0382;22/08/2023;CLI-9889;Belém;AM;Norte;Moda;Camiseta;5;3312,82;16564,10;TikTok Ads;15;49,06;Processando;;;
PED-0383;07/10/2023;CLI-4818;Goiânia;AP;Norte;Esportes;Garrafa Térmica;3;2031,20;6093,60;Influenciador;15;28,68;Entregue;1;20;Não
PED-0384;16/01/2024;CLI-9457;Joinville;SC;Sul;Brinquedos;Carrinho;5;1848,36;9241,80;YouTube Ads;25;40,43;Processando;;;
PED-0385;02/04/2024;CLI-1968;Maringá;RN;Nordeste;Beleza;Maquiagem;3;2455,60;7366,80;YouTube Ads;25;44,77;Processando;;;
PED-0386;05/08/2023;CLI-2365;Sorocaba;RS;Sul;Brinquedos;Lego;4;1572,78;6291,12;Instagram Ads;10;33,02;Processando;;;
PED-0387;15/03/2024;CLI-8051;Maringá;MA;Nordeste;Moda;Bolsa;2;143,57;287,14;Facebook Ads;20;42,77;Entregue;3;15;Não
PED-0388;18/04/2023;CLI-6113;Guarulhos;AC;Norte;Livros;Autoajuda;4;413,63;1654,52;Google Ads;20;1,33;Entregue;2;11;Não
PED-0389;13/06/2024;CLI-4328;Ribeirão Preto;RR;Norte;Alimentos;Café Especial;3;2348,03;7044,09;Google Ads;0;27,99;Processando;;;
PED-0390;23/07/2024;CLI-3235;Belém;RS;Sul;Casa;Quadro;2;520,84;1041,68;Google Ads;0;20,22;Cancelado;;;
PED-0391;30/01/2024;CLI-5925;Belém;GO;Centro-Oeste;Livros;Autoajuda;1;2094,95;2094,95;Instagram Ads;10;28,20;Entregue;2;10;Não
PED-0392;10/11/2024;CLI-3111;Goiânia;PA;Norte;Moda;Bolsa;4;841,62;3366,48;TikTok Ads;25;2,18;Em Transporte;;;
PED-0393;17/06/2024;CLI-5593;Campo Grande;MT;Centro-Oeste;Casa;Organizador;5;2293,12;11465,60;Influenciador;15;35,98;Entregue;2;6;Não
PED-0394;05/04/2024;CLI-2497;Aracaju;ES;Sudeste;Livros;HQ/Mangá;5;1196,68;5983,40;Orgânico;20;32,66;Cancelado;;;
PED-0395;10/09/2024;CLI-3069;Juiz de Fora;RS;Sul;Moda;Tênis;1;2733,99;2733,99;Orgânico;30;40,58;Em Transporte;;;
PED-0396;26/01/2024;CLI-6996;Guarulhos;AP;Norte;Beleza;Hidratante;4;1334,93;5339,72;Instagram Ads;0;11,97;Cancelado;;;
PED-0397;20/02/2024;CLI-2436;Porto Alegre;PE;Nordeste;Eletrônicos;Fone Bluetooth;3;2928,83;8786,49;Facebook Ads;10;43,76;Em Transporte;;;
PED-0398;10/06/2023;CLI-7050;Vitória;PA;Norte;Eletrônicos;Smartphone;1;220,67;220,67;Orgânico;20;15,32;Processando;;;
PED-0399;01/09/2023;CLI-8012;Natal;ES;Sudeste;Brinquedos;Jogo de Tabuleiro;5;2674,67;13373,35;Instagram Ads;25;49,63;Em Transporte;;;
PED-0400;30/05/2023;CLI-7719;Curitiba;PI;Nordeste;Moda;Relógio;4;703,03;2812,12;Facebook Ads;5;40,35;Devolvido;;1;
PED-0401;12/10/2023;CLI-4149;Curitiba;RS;Sul;Casa;Organizador;1;469,57;469,57;Facebook Ads;15;2,78;Processando;;;
PED-0402;10/04/2023;CLI-5623;Maringá;RR;Norte;Casa;Luminária;3;336,33;1008,99;YouTube Ads;0;1,15;Entregue;5;3;Não
PED-0403;19/10/2023;CLI-1890;Belém;BA;Nordeste;Esportes;Tênis Corrida;1;1460,67;1460,67;Instagram Ads;0;15,52;Processando;;;
PED-0404;19/07/2024;CLI-7980;Guarulhos;DF;Centro-Oeste;Casa;Luminária;1;2518,32;2518,32;TikTok Ads;10;29,32;Entregue;1;15;Não
PED-0405;03/10/2023;CLI-6452;Guarulhos;PI;Nordeste;Moda;Camiseta;1;3296,26;3296,26;TikTok Ads;0;47,33;Entregue;3;2;Não
PED-0406;14/11/2023;CLI-8276;Aracaju;MG;Sudeste;Alimentos;Café Especial;2;2142,58;4285,16;TikTok Ads;0;3,97;Devolvido;;13;
PED-0407;09/10/2024;CLI-5307;Sorocaba;ES;Sudeste;Esportes;Bola;2;1511,05;3022,10;Orgânico;0;20,06;Cancelado;;;
PED-0408;29/12/2024;CLI-9732;Florianópolis;GO;Centro-Oeste;Alimentos;Café Especial;1;1803,86;1803,86;Facebook Ads;15;20,07;Cancelado;;;
PED-0409;08/01/2023;CLI-4348;Manaus;SE;Nordeste;Eletrônicos;Smart Watch;4;2620,63;10482,52;TikTok Ads;0;16,41;Processando;;;
PED-0410;02/10/2023;CLI-4747;Maceió;AM;Norte;Esportes;Garrafa Térmica;4;1841,71;7366,84;Orgânico;25;11,34;Processando;;;
PED-0411;10/07/2024;CLI-4760;João Pessoa;PI;Nordeste;Alimentos;Chocolate;1;265,48;265,48;Orgânico;15;16,64;Entregue;2;12;Não
PED-0412;29/07/2024;CLI-5393;São Luís;AM;Norte;Casa;Quadro;3;964,26;2892,78;Facebook Ads;10;40,78;Entregue;2;12;Não
PED-0413;30/08/2024;CLI-6089;Londrina;CE;Nordeste;Beleza;Shampoo;1;49,04;49,04;TikTok Ads;30;9,23;Em Transporte;;;
PED-0414;29/11/2023;CLI-3771;João Pessoa;SE;Nordeste;Esportes;Tapete Yoga;2;849,85;1699,70;Facebook Ads;0;10,38;Devolvido;;16;
PED-0415;04/08/2023;CLI-5541;Manaus;AM;Norte;Brinquedos;Carrinho;5;1601,77;8008,85;YouTube Ads;0;43,34;Processando;;;
PED-0416;23/09/2024;CLI-5373;Cuiabá;CE;Nordeste;Casa;Luminária;3;2012,42;6037,26;YouTube Ads;15;33,50;Cancelado;;;
PED-0417;17/11/2023;CLI-5978;Belém;RR;Norte;Brinquedos;Boneca;1;1224,45;1224,45;Facebook Ads;25;44,62;Entregue;5;3;Sim
PED-0418;22/08/2023;CLI-3917;São José dos Campos;AM;Norte;Livros;Autoajuda;3;1612,76;4838,28;TikTok Ads;30;40,02;Processando;;;
PED-0419;06/05/2024;CLI-9999;Sorocaba;MG;Sudeste;Eletrônicos;Fone Bluetooth;5;331,59;1657,95;Instagram Ads;30;28,32;Devolvido;;5;
PED-0420;27/05/2024;CLI-3365;Campo Grande;SE;Nordeste;Alimentos;Chocolate;3;1951,86;5855,58;Influenciador;10;7,24;Entregue;5;18;Não
PED-0421;26/12/2023;CLI-7346;Florianópolis;TO;Norte;Brinquedos;Carrinho;5;53,80;269,00;YouTube Ads;5;47,08;Processando;;;
PED-0422;17/10/2024;CLI-3808;Osasco;PE;Nordeste;Livros;Romance;3;1219,67;3659,01;Facebook Ads;25;16,60;Devolvido;;22;
PED-0423;25/07/2024;CLI-2257;Santos;RS;Sul;Moda;Bolsa;2;3037,39;6074,78;E-mail Marketing;0;12,50;Entregue;3;4;Não
PED-0424;10/09/2023;CLI-6730;Teresina;PE;Nordeste;Moda;Calça Jeans;4;166,72;666,88;TikTok Ads;5;2,83;Entregue;3;18;Não
PED-0425;21/02/2023;CLI-4966;Aracaju;PB;Nordeste;Esportes;Haltere;1;1855,84;1855,84;Orgânico;25;43,84;Cancelado;;;
PED-0426;27/11/2024;CLI-1744;Joinville;SC;Sul;Moda;Tênis;1;2761,52;2761,52;Google Ads;15;20,89;Devolvido;;5;
PED-0427;21/03/2023;CLI-2598;Juiz de Fora;PB;Nordeste;Casa;Quadro;5;920,66;4603,30;Influenciador;30;30,97;Entregue;2;12;Não
PED-0428;20/12/2023;CLI-2793;Fortaleza;PA;Norte;Alimentos;Café Especial;4;2837,04;11348,16;Orgânico;0;11,34;Entregue;3;23;Sim
PED-0429;22/11/2024;CLI-6476;Maceió;CE;Nordeste;Livros;Romance;5;2362,54;11812,70;Google Ads;15;33,41;Devolvido;;15;
PED-0430;25/05/2023;CLI-8069;Maringá;PA;Norte;Alimentos;Vinho;2;2578,48;5156,96;Orgânico;30;13,46;Processando;;;
PED-0431;08/07/2023;CLI-6351;Londrina;PA;Norte;Casa;Organizador;4;2279,41;9117,64;Orgânico;0;10,48;Cancelado;;;
PED-0432;26/05/2023;CLI-7698;Manaus;AP;Norte;Casa;Luminária;3;57,17;171,51;Orgânico;15;12,03;Entregue;1;1;Não
PED-0433;06/04/2023;CLI-6246;São Luís;RN;Nordeste;Moda;Calça Jeans;1;2941,70;2941,70;Orgânico;0;36,68;Entregue;4;7;Não
PED-0434;07/02/2024;CLI-4621;Fortaleza;MT;Centro-Oeste;Alimentos;Vinho;1;3495,38;3495,38;Influenciador;0;11,95;Processando;;;
PED-0435;05/08/2023;CLI-2947;Brasília;ES;Sudeste;Brinquedos;Lego;5;2394,43;11972,15;Orgânico;10;1,79;Devolvido;;24;
PED-0436;05/09/2023;CLI-8821;Salvador;AM;Norte;Casa;Vaso Decorativo;4;2547,42;10189,68;YouTube Ads;0;22,03;Cancelado;;;
PED-0437;06/03/2023;CLI-5531;Manaus;PE;Nordeste;Casa;Organizador;5;1879,07;9395,35;Facebook Ads;15;13,71;Devolvido;;18;
PED-0438;08/07/2023;CLI-1967;Natal;AC;Norte;Moda;Relógio;1;2310,53;2310,53;Orgânico;0;33,85;Entregue;4;12;Sim
PED-0439;19/01/2024;CLI-4672;Campo Grande;SP;Sudeste;Brinquedos;Quebra-Cabeça;3;2423,13;7269,39;TikTok Ads;20;3,58;Em Transporte;;;
PED-0440;15/09/2024;CLI-8164;Salvador;AM;Norte;Beleza;Perfume;2;462,47;924,94;Google Ads;30;31,48;Em Transporte;;;
PED-0441;24/06/2023;CLI-5624;Sorocaba;BA;Nordeste;Brinquedos;Lego;2;2242,89;4485,78;Orgânico;25;39,49;Em Transporte;;;
PED-0442;27/08/2024;CLI-6083;São José dos Campos;GO;Centro-Oeste;Moda;Relógio;3;1985,33;5955,99;TikTok Ads;10;15,73;Em Transporte;;;
PED-0443;30/06/2024;CLI-7013;São Paulo;AM;Norte;Esportes;Garrafa Térmica;5;2142,94;10714,70;YouTube Ads;10;17,57;Devolvido;;25;
PED-0444;14/12/2024;CLI-9444;Osasco;RO;Norte;Alimentos;Cesta Orgânica;5;1462,37;7311,85;YouTube Ads;0;9,08;Devolvido;;15;
PED-0445;24/12/2023;CLI-2265;Brasília;AC;Norte;Brinquedos;Boneca;3;2768,85;8306,55;E-mail Marketing;20;5,32;Devolvido;;16;
PED-0446;06/01/2023;CLI-2723;Rio de Janeiro;ES;Sudeste;Brinquedos;Carrinho;3;3247,74;9743,22;Influenciador;25;33,40;Cancelado;;;
PED-0447;25/08/2024;CLI-5488;Niterói;PR;Sul;Beleza;Shampoo;3;662,26;1986,78;Instagram Ads;0;28,97;Devolvido;;13;
PED-0448;09/10/2023;CLI-6901;Juiz de Fora;AL;Nordeste;Brinquedos;Lego;5;2652,81;13264,05;Google Ads;25;14,01;Devolvido;;23;
PED-0449;25/02/2023;CLI-1648;Porto Alegre;GO;Centro-Oeste;Alimentos;Chocolate;5;1292,74;6463,70;TikTok Ads;25;25,31;Entregue;3;3;Não
PED-0450;07/10/2024;CLI-5972;Sorocaba;BA;Nordeste;Livros;Autoajuda;3;3322,27;9966,81;YouTube Ads;30;36,23;Entregue;2;14;Sim
PED-0451;16/12/2023;CLI-4679;Fortaleza;MA;Nordeste;Eletrônicos;Smartphone;1;643,63;643,63;YouTube Ads;25;23,83;Devolvido;;1;
PED-0452;13/01/2024;CLI-2392;Londrina;AP;Norte;Beleza;Protetor Solar;3;979,32;2937,96;Instagram Ads;10;21,24;Processando;;;
PED-0453;09/09/2024;CLI-8994;Maringá;PI;Nordeste;Livros;Romance;2;1051,73;2103,46;Facebook Ads;5;37,35;Cancelado;;;
PED-0454;21/12/2023;CLI-6185;Santos;RN;Nordeste;Casa;Almofada;1;1830,60;1830,60;E-mail Marketing;0;44,26;Cancelado;;;
PED-0455;29/06/2023;CLI-7127;Porto Velho;AL;Nordeste;Beleza;Maquiagem;1;2565,86;2565,86;E-mail Marketing;30;39,40;Em Transporte;;;
PED-0456;06/09/2023;CLI-2696;Ribeirão Preto;GO;Centro-Oeste;Alimentos;Café Especial;4;252,43;1009,72;Influenciador;0;13,77;Cancelado;;;
PED-0457;11/11/2023;CLI-9404;Joinville;MA;Nordeste;Beleza;Shampoo;1;3397,22;3397,22;Google Ads;5;36,90;Entregue;5;23;Sim
PED-0458;20/04/2023;CLI-5243;Salvador;SC;Sul;Alimentos;Kit Fitness;4;1327,30;5309,20;Instagram Ads;15;28,14;Entregue;5;6;Não
PED-0459;27/11/2023;CLI-5841;Campinas;AL;Nordeste;Brinquedos;Lego;3;2209,98;6629,94;YouTube Ads;15;24,98;Entregue;3;15;Não
PED-0460;23/08/2024;CLI-7543;Campo Grande;PB;Nordeste;Casa;Almofada;4;3231,86;12927,44;Facebook Ads;0;22,99;Entregue;3;16;Não
PED-0461;21/06/2023;CLI-8306;Campo Grande;RS;Sul;Eletrônicos;Fone Bluetooth;5;3491,30;17456,50;TikTok Ads;0;4,91;Devolvido;;6;
PED-0462;01/10/2023;CLI-8373;Juiz de Fora;RN;Nordeste;Moda;Tênis;4;1236,36;4945,44;Orgânico;25;4,07;Processando;;;
PED-0463;18/10/2024;CLI-3818;Campo Grande;AL;Nordeste;Eletrônicos;Smartphone;2;186,98;373,96;Influenciador;20;35,72;Processando;;;
PED-0464;05/05/2023;CLI-8542;Goiânia;MG;Sudeste;Brinquedos;Boneca;1;2336,88;2336,88;E-mail Marketing;15;2,15;Devolvido;;6;
PED-0465;06/04/2023;CLI-2188;Joinville;GO;Centro-Oeste;Livros;HQ/Mangá;1;519,99;519,99;TikTok Ads;30;42,32;Cancelado;;;
PED-0466;05/02/2023;CLI-7570;Porto Alegre;AC;Norte;Alimentos;Chocolate;1;3278,04;3278,04;TikTok Ads;15;27,60;Devolvido;;4;
PED-0467;16/09/2023;CLI-5092;Osasco;PA;Norte;Eletrônicos;Smartphone;5;2942,43;14712,15;TikTok Ads;30;26,83;Entregue;1;3;Não
PED-0468;26/07/2023;CLI-1643;Guarulhos;MA;Nordeste;Eletrônicos;Notebook;3;1690,15;5070,45;Facebook Ads;0;35,56;Entregue;5;21;Não
PED-0469;14/09/2024;CLI-1843;Recife;RO;Norte;Livros;Técnico;1;1119,53;1119,53;TikTok Ads;5;20,46;Cancelado;;;
PED-0470;27/08/2024;CLI-7122;Curitiba;RJ;Sudeste;Brinquedos;Jogo de Tabuleiro;2;2116,93;4233,86;Influenciador;15;45,68;Devolvido;;20;
PED-0471;18/10/2024;CLI-1149;Aparecida de Goiânia;GO;Centro-Oeste;Moda;Tênis;5;1353,54;6767,70;E-mail Marketing;0;28,86;Processando;;;
PED-0472;20/02/2023;CLI-5021;Vitória;PR;Sul;Eletrônicos;Smart Watch;2;2325,01;4650,02;Orgânico;0;11,91;Processando;;;
PED-0473;04/12/2024;CLI-3182;Maringá;SP;Sudeste;Esportes;Tapete Yoga;5;1690,62;8453,10;YouTube Ads;25;16,07;Entregue;3;2;Não
PED-0474;13/02/2023;CLI-1295;Uberlândia;RS;Sul;Beleza;Perfume;1;1349,09;1349,09;Influenciador;5;18,89;Devolvido;;13;
PED-0475;14/04/2024;CLI-8012;Maceió;RJ;Sudeste;Moda;Bolsa;1;114,43;114,43;E-mail Marketing;15;35,59;Entregue;1;23;Não
PED-0476;15/05/2023;CLI-9274;Niterói;RR;Norte;Esportes;Garrafa Térmica;5;637,26;3186,30;Facebook Ads;30;49,66;Devolvido;;3;
PED-0477;25/11/2024;CLI-2613;Campo Grande;PB;Nordeste;Casa;Organizador;3;1900,55;5701,65;Influenciador;25;13,93;Devolvido;;10;
PED-0478;22/07/2023;CLI-7989;Natal;MS;Centro-Oeste;Moda;Tênis;1;2346,23;2346,23;TikTok Ads;0;12,25;Cancelado;;;
PED-0479;10/06/2024;CLI-8206;Fortaleza;SC;Sul;Livros;Técnico;1;936,73;936,73;Instagram Ads;10;46,60;Entregue;2;16;Não
PED-0480;21/07/2024;CLI-4140;Porto Alegre;PB;Nordeste;Alimentos;Cesta Orgânica;3;3177,59;9532,77;TikTok Ads;20;12,38;Devolvido;;25;
PED-0481;30/10/2023;CLI-6049;Belo Horizonte;AM;Norte;Esportes;Tapete Yoga;4;1488,94;5955,76;Orgânico;15;36,54;Devolvido;;19;
PED-0482;13/01/2023;CLI-3652;Natal;RS;Sul;Alimentos;Cesta Orgânica;4;3290,95;13163,80;Orgânico;20;2,33;Processando;;;
PED-0483;30/07/2024;CLI-8504;Fortaleza;SC;Sul;Beleza;Hidratante;1;2109,85;2109,85;YouTube Ads;5;12,04;Cancelado;;;
PED-0484;18/06/2023;CLI-5208;São José dos Campos;PE;Nordeste;Eletrônicos;Smart Watch;1;2147,48;2147,48;TikTok Ads;10;4,64;Em Transporte;;;
PED-0485;04/08/2024;CLI-2034;São José dos Campos;MT;Centro-Oeste;Moda;Bolsa;5;1356,87;6784,35;Facebook Ads;5;15,10;Processando;;;
PED-0486;24/02/2023;CLI-9552;Recife;MS;Centro-Oeste;Brinquedos;Boneca;2;949,64;1899,28;E-mail Marketing;0;30,48;Cancelado;;;
PED-0487;28/08/2024;CLI-5241;Goiânia;RJ;Sudeste;Alimentos;Vinho;5;1003,78;5018,90;YouTube Ads;5;29,38;Processando;;;
PED-0488;29/03/2024;CLI-3763;Niterói;AC;Norte;Brinquedos;Lego;5;1731,75;8658,75;Google Ads;30;42,89;Em Transporte;;;
PED-0489;19/07/2024;CLI-6315;Fortaleza;RR;Norte;Beleza;Hidratante;5;75,92;379,60;YouTube Ads;0;11,93;Em Transporte;;;
PED-0490;19/07/2024;CLI-9919;Natal;RN;Nordeste;Livros;Autoajuda;2;2395,56;4791,12;Orgânico;10;16,06;Processando;;;
PED-0491;31/10/2023;CLI-9078;Goiânia;SC;Sul;Brinquedos;Carrinho;5;333,26;1666,30;Orgânico;20;42,26;Processando;;;
PED-0492;17/10/2023;CLI-5023;Porto Alegre;MG;Sudeste;Moda;Bolsa;4;1335,53;5342,12;Influenciador;25;26,74;Devolvido;;25;
PED-0493;27/09/2024;CLI-6007;Niterói;PI;Nordeste;Livros;HQ/Mangá;4;1635,17;6540,68;TikTok Ads;10;13,30;Cancelado;;;
PED-0494;28/06/2024;CLI-3356;Belo Horizonte;RN;Nordeste;Brinquedos;Lego;3;2237,66;6712,98;E-mail Marketing;5;7,60;Em Transporte;;;
PED-0495;28/11/2024;CLI-6893;Maringá;SP;Sudeste;Esportes;Garrafa Térmica;1;1085,03;1085,03;Influenciador;20;43,80;Cancelado;;;
PED-0496;09/11/2024;CLI-1516;Recife;AL;Nordeste;Alimentos;Cesta Orgânica;3;1561,21;4683,63;Google Ads;30;35,57;Devolvido;;1;
PED-0497;11/12/2024;CLI-8267;Natal;TO;Norte;Beleza;Maquiagem;5;1558,52;7792,60;Google Ads;0;37,48;Processando;;;
PED-0498;08/06/2024;CLI-1851;Santos;MT;Centro-Oeste;Livros;Autoajuda;1;1012,47;1012,47;Facebook Ads;25;41,36;Processando;;;
PED-0499;01/12/2023;CLI-2361;Osasco;DF;Centro-Oeste;Livros;HQ/Mangá;4;556,70;2226,80;YouTube Ads;0;32,39;Processando;;;
PED-0500;07/07/2024;CLI-4977;Santos;AP;Norte;Alimentos;Kit Fitness;3;2352,68;7058,04;E-mail Marketing;5;3,56;Entregue;1;20;Sim
PED-0501;14/12/2023;CLI-9513;São José dos Campos;SP;Sudeste;Casa;Organizador;2;2443,49;4886,98;YouTube Ads;0;42,25;Entregue;5;8;Não
PED-0502;26/02/2023;CLI-1489;Joinville;TO;Norte;Livros;Não-Ficção;4;3023,30;12093,20;Orgânico;5;8,15;Devolvido;;20;
PED-0503;17/02/2023;CLI-4968;Osasco;CE;Nordeste;Alimentos;Kit Fitness;3;787,93;2363,79;Instagram Ads;30;27,18;Processando;;;
PED-0504;18/12/2023;CLI-6850;Joinville;GO;Centro-Oeste;Casa;Vaso Decorativo;2;1707,31;3414,62;YouTube Ads;30;10,30;Em Transporte;;;
PED-0505;26/07/2023;CLI-8015;Belo Horizonte;ES;Sudeste;Moda;Bolsa;3;144,88;434,64;YouTube Ads;20;17,26;Entregue;4;8;Sim
PED-0506;11/09/2024;CLI-3176;Belo Horizonte;SP;Sudeste;Livros;Romance;4;3327,03;13308,12;YouTube Ads;0;25,49;Processando;;;
