ID;Idade;Genero;Renda_Mensal_R$;Escolaridade;Estado_Civil;Filhos;Cidade;UF;Canal_Compra_Preferido;Influencia_Decisao;Categoria_Produto_Frequente;Gasto_Medio_Mensal_R$;Freq_Compra_Online_Mes;Usa_Cupom_Desconto;Segue_Influenciadores;Compra_Por_Impulso;Classe_Consumidor
338;27;Masculino;4476;Superior Incompleto;União Estável;2;Santarém;PA;App Mobile;Experiência Anterior;Moda;185.0;10;Não;Não;Sim;Comprador Regular
339;20;Feminino;37000;Pós-Graduação;Solteiro;1;Campo Grande;MS;E-commerce;Propaganda TV;Eletrônicos;81.47;0;Sim;Não;Sim;Comprador Impulsivo
340;18;Feminino;1852;Superior Incompleto;Casado;0;Oiapoque;AP;Redes Sociais;Experiência Anterior;Alimentos;2071.49;13;Sim;Não;Não;Comprador Intenso
341;32;Feminino;20144;Médio;Casado;2;Parauapebas;PA;Loja Física;Amigos/Família;Esportes;1372.46;16;Sim;Sim;Não;Comprador Regular
342;52;Feminino;2342;Fundamental;Casado;2;Vilhena;RO;Marketplace;Amigos/Família;Saúde;1023.41;7;Não;Sim;Não;Comprador Regular
343;51;Feminino;13011;Superior Incompleto;Solteiro;1;Teresina;PI;Marketplace;Marca;Entretenimento;2934.09;12;Sim;Sim;Não;Comprador Intenso
344;27;Masculino;2572;Superior Completo;Solteiro;0;Santana;AP;Redes Sociais;Marca;Esportes;2363.13;1;Sim;Não;Não;Comprador Regular
345;26;Masculino;4511;Superior Completo;Divorciado;2;Penedo;AL;E-commerce;Reviews Online;Entretenimento;1164.83;13;Sim;Sim;Não;Comprador Regular
346;38;Masculino;4908;Pós-Graduação;Divorciado;1;Bayeux;PB;Redes Sociais;Experiência Anterior;Alimentos;738.34;9;Sim;Não;Sim;Comprador Regular
347;22;Masculino;2034;Médio;Solteiro;2;Bayeux;PB;Marketplace;Propaganda TV;Livros;1508.59;17;Sim;Sim;Não;Comprador Intenso
348;36;Masculino;14941;Superior Completo;Casado;0;Oiapoque;AP;Marketplace;Marca;Casa/Decoração;1040.03;12;Sim;Sim;Sim;Comprador Regular
349;41;Feminino;5247;Médio;Solteiro;1;São Luís;MA;Loja Física;Amigos/Família;Alimentos;2485.37;6;Sim;Não;Sim;Comprador Regular
350;46;Feminino;5262;Fundamental;União Estável;0;Bayeux;PB;Marketplace;Influenciadores;Viagens;407.56;4;Não;Não;Sim;Comprador Impulsivo
351;31;Feminino;3295;Médio;União Estável;0;Juazeiro do Norte;CE;E-commerce;Influenciadores;Cosméticos;577.19;5;Sim;Sim;Sim;Comprador Impulsivo
352;30;Masculino;1788;Superior Incompleto;Solteiro;0;Petrópolis;RJ;E-commerce;Marca;Esportes;656.44;17;Sim;Não;Não;Comprador Regular
353;23;Masculino;10497;Superior Incompleto;Casado;0;Belém;PA;Marketplace;Preço;Livros;818.6;1;Sim;Não;Não;Comprador Regular
354;23;Feminino;1585;Superior Completo;Casado;0;Cascavel;PR;Marketplace;Amigos/Família;Alimentos;2713.86;1;Sim;Sim;Sim;Comprador Regular
355;30;Feminino;4916;Superior Completo;Casado;1;Manacapuru;AM;App Mobile;Influenciadores;Alimentos;584.74;17;Não;Não;Sim;Comprador Regular
356;37;Feminino;7429;Médio;Solteiro;2;Cascavel;PR;Redes Sociais;Propaganda TV;Livros;1841.34;10;Sim;Sim;Sim;Comprador Regular
357;43;Masculino;10934;Médio;Casado;0;Lagarto;SE;Marketplace;Influenciadores;Entretenimento;1233.99;8;Sim;Não;Sim;Comprador Regular
358;24;Masculino;1702;Fundamental;Solteiro;0;Rondonópolis;MT;Marketplace;Preço;Viagens;1147.7;17;Sim;Sim;Não;Comprador Regular
359;49;Masculino;37778;Superior Incompleto;Solteiro;1;Mossoró;RN;App Mobile;Experiência Anterior;Entretenimento;230.63;9;Sim;Sim;Não;Comprador Regular
360;30;Feminino;2194;Médio;Casado;1;Jaboatão dos Guararapes;PE;Loja Física;Amigos/Família;Moda;1509.94;16;Não;Não;Não;Comprador Intenso
361;32;Feminino;2536;Médio;Solteiro;0;Rio Verde;GO;Marketplace;Redes Sociais;Cosméticos;1190.66;4;Sim;Sim;Não;Comprador Regular
362;24;Masculino;8841;Pós-Graduação;Solteiro;2;Camaçari;BA;Loja Física;Preço;Cosméticos;2580.53;5;Sim;Sim;Sim;Comprador Regular
363;18;Feminino;2605;Pós-Graduação;União Estável;1;Lagarto;SE;App Mobile;Amigos/Família;Saúde;1024.44;14;Sim;Não;Sim;Comprador Regular
364;42;Masculino;12297;Pós-Graduação;Casado;0;Campinas;SP;Redes Sociais;Reviews Online;Cosméticos;2143.52;18;Sim;Não;Não;Comprador Intenso
365;41;Feminino;1529;Médio;Casado;2;Ponta Porã;MS;Loja Física;Influenciadores;Casa/Decoração;2294.32;0;Sim;Sim;Sim;Comprador Regular
366;29;Masculino;9464;Superior Completo;Casado;1;Araguaína;TO;Marketplace;Propaganda TV;Casa/Decoração;969.46;19;Sim;Sim;Sim;Comprador Regular
367;33;Feminino;1618;Superior Completo;Viúvo;1;Serra;ES;E-commerce;Influenciadores;Viagens;1147.15;11;Sim;Não;Não;Comprador Regular
368;38;Feminino;15066;Superior Completo;Casado;1;Oiapoque;AP;E-commerce;Marca;Saúde;794.2;13;Sim;Não;Não;Comprador Regular
369;18;Masculino;5189;Médio;Casado;2;Itacoatiara;AM;E-commerce;Amigos/Família;Cosméticos;2378.33;7;Sim;Não;Sim;Comprador Regular
370;27;Masculino;1312;Pós-Graduação;Casado;0;Macapá;AP;E-commerce;Experiência Anterior;Cosméticos;1351.29;7;Não;Sim;Não;Comprador Regular
371;41;Feminino;27689;Superior Incompleto;Divorciado;1;Caucaia;CE;E-commerce;Experiência Anterior;Eletrônicos;1639.89;12;Não;Não;Não;Comprador Intenso
372;19;Feminino;19878;Superior Incompleto;Solteiro;0;São José dos Campos;SP;App Mobile;Amigos/Família;Moda;1553.38;19;Não;Sim;Não;Comprador Intenso
373;36;Masculino;16602;Superior Incompleto;Solteiro;1;Piripiri;PI;Redes Sociais;Preço;Entretenimento;91.95;10;Não;Sim;Não;Comprador Regular
374;18;Feminino;7053;Médio;Solteiro;2;Pacaraima;RR;Redes Sociais;Amigos/Família;Moda;2550.16;0;Não;Sim;Não;Comprador Regular
375;38;Feminino;2597;Médio;Casado;0;Paço do Lumiar;MA;Loja Física;Influenciadores;Viagens;915.62;12;Sim;Sim;Não;Comprador Regular
376;32;Masculino;2167;Médio;Casado;2;Macaíba;RN;Redes Sociais;Preço;Cosméticos;93.59;16;Não;Sim;Sim;Comprador Regular
377;18;Feminino;17217;Superior Completo;Casado;0;Pelotas;RS;Redes Sociais;Redes Sociais;Livros;2902.52;0;Não;Não;Sim;Comprador Regular
378;45;Feminino;2229;Pós-Graduação;Solteiro;3;Sobral;CE;Redes Sociais;Influenciadores;Entretenimento;2304.0;1;Sim;Sim;Sim;Comprador Regular
379;24;Feminino;6922;Superior Completo;Divorciado;0;Jaraguá do Sul;SC;E-commerce;Preço;Alimentos;2748.6;0;Não;Não;Não;Comprador Regular
380;24;Feminino;12114;Médio;Solteiro;1;Caracaraí;RR;Loja Física;Propaganda TV;Cosméticos;352.55;7;Sim;Não;Sim;Comprador Regular
381;35;Feminino;7252;Superior Incompleto;Solteiro;0;Vila Velha;ES;Marketplace;Marca;Eletrônicos;1948.85;5;Sim;Sim;Sim;Comprador Regular
382;45;Masculino;14563;Superior Incompleto;Divorciado;0;São Luís;MA;Marketplace;Experiência Anterior;Casa/Decoração;2253.68;9;Sim;Sim;Não;Comprador Regular
383;21;Masculino;4546;Superior Completo;Casado;0;Cabo de Santo Agostinho;PE;Loja Física;Amigos/Família;Eletrônicos;1658.48;11;Sim;Sim;Não;Comprador Intenso
384;33;Feminino;2337;Pós-Graduação;Casado;0;Santa Rita;PB;Loja Física;Propaganda TV;Cosméticos;2048.85;7;Não;Não;Não;Comprador Regular
385;37;Masculino;1495;Fundamental;Casado;1;Juazeiro;BA;Marketplace;Experiência Anterior;Casa/Decoração;860.3;20;Sim;Não;Não;Comprador Regular
386;40;Feminino;5253;Médio;Casado;2;Santana;AP;Redes Sociais;Redes Sociais;Cosméticos;940.29;7;Não;Sim;Sim;Comprador Regular
387;34;Feminino;10139;Superior Incompleto;Solteiro;1;Belém;PA;E-commerce;Experiência Anterior;Casa/Decoração;2486.5;4;Não;Não;Não;Comprador Regular
388;28;Masculino;42510;Superior Completo;Casado;1;Viamão;RS;Redes Sociais;Propaganda TV;Casa/Decoração;2767.2;12;Sim;Não;Não;Comprador Intenso
389;23;Feminino;11107;Médio;Divorciado;0;Ariquemes;RO;App Mobile;Experiência Anterior;Casa/Decoração;2109.95;14;Sim;Sim;Não;Comprador Intenso
390;33;Masculino;2568;Pós-Graduação;Solteiro;2;Cabedelo;PB;Redes Sociais;Amigos/Família;Cosméticos;2005.59;15;Sim;Não;Não;Comprador Intenso
391;21;Feminino;1294;Pós-Graduação;Divorciado;2;Caucaia;CE;Marketplace;Experiência Anterior;Saúde;517.24;10;Sim;Sim;Não;Comprador Regular
392;18;Feminino;1297;Superior Incompleto;Divorciado;2;Maceió;AL;Loja Física;Amigos/Família;Esportes;613.07;8;Não;Sim;Sim;Comprador Regular
393;37;Feminino;3906;Superior Incompleto;Casado;0;Parnaíba;PI;E-commerce;Marca;Livros;78.92;10;Sim;Sim;Não;Comprador Regular
394;42;Feminino;12584;Fundamental;Viúvo;2;Marabá;PA;App Mobile;Amigos/Família;Casa/Decoração;463.55;13;Sim;Sim;Não;Comprador Regular
395;18;Feminino;6204;Médio;Solteiro;1;Sinop;MT;Redes Sociais;Experiência Anterior;Eletrônicos;534.64;8;Não;Sim;Não;Comprador Regular
396;21;Masculino;3751;Superior Completo;Casado;2;Parnaíba;PI;Loja Física;Marca;Livros;2426.73;6;Não;Não;Não;Comprador Regular
397;39;Feminino;1638;Fundamental;Casado;1;Vilhena;RO;Loja Física;Reviews Online;Casa/Decoração;2932.68;15;Não;Sim;Sim;Comprador Intenso
398;55;Feminino;6059;Superior Completo;Solteiro;0;Coari;AM;Loja Física;Amigos/Família;Viagens;2158.19;14;Sim;Não;Sim;Comprador Intenso
399;33;Masculino;1760;Superior Completo;Casado;2;Ceilândia;DF;Marketplace;Propaganda TV;Alimentos;1196.85;20;Não;Sim;Não;Comprador Regular
400;24;Feminino;6279;Fundamental;Casado;1;Ribeirão das Neves;MG;Marketplace;Redes Sociais;Cosméticos;2171.26;8;Sim;Sim;Não;Comprador Regular
401;30;Masculino;25585;Pós-Graduação;Viúvo;0;Nova Iguaçu;RJ;App Mobile;Marca;Alimentos;2736.72;2;Sim;Sim;Não;Comprador Regular
402;48;Masculino;1586;Médio;União Estável;1;Vitória;ES;App Mobile;Propaganda TV;Entretenimento;2452.73;8;Sim;Sim;Não;Comprador Regular
403;25;Feminino;9981;Superior Incompleto;Casado;2;Macaíba;RN;E-commerce;Reviews Online;Eletrônicos;1908.78;0;Não;Não;Não;Comprador Regular
404;24;Masculino;1485;Pós-Graduação;Casado;2;Macapá;AP;App Mobile;Experiência Anterior;Eletrônicos;1616.39;19;Não;Sim;Sim;Comprador Intenso
405;27;Feminino;9298;Superior Incompleto;Casado;2;Ceará-Mirim;RN;Marketplace;Preço;Saúde;588.56;0;Sim;Sim;Sim;Comprador Impulsivo
406;22;Masculino;5355;Superior Incompleto;Casado;0;Foz do Iguaçu;PR;E-commerce;Reviews Online;Alimentos;468.04;2;Sim;Não;Não;Comprador Econômico
407;34;Feminino;1982;Superior Incompleto;Casado;1;Juazeiro do Norte;CE;E-commerce;Influenciadores;Casa/Decoração;2448.4;4;Não;Sim;Não;Comprador Regular
408;50;Feminino;11855;Superior Completo;Divorciado;1;Rio Verde;GO;Loja Física;Amigos/Família;Saúde;2729.11;7;Sim;Sim;Não;Comprador Regular
409;36;Masculino;3380;Superior Incompleto;Casado;3;Lauro de Freitas;BA;Loja Física;Amigos/Família;Cosméticos;909.44;16;Não;Sim;Não;Comprador Regular
410;30;Feminino;10419;Médio;Casado;0;Anápolis;GO;Loja Física;Propaganda TV;Alimentos;1890.45;5;Não;Sim;Não;Comprador Regular
411;29;Feminino;1837;Superior Completo;Viúvo;0;Coari;AM;Redes Sociais;Influenciadores;Moda;1475.24;9;Não;Não;Não;Comprador Regular
412;18;Masculino;12016;Superior Completo;União Estável;0;Itapipoca;CE;E-commerce;Propaganda TV;Viagens;1059.09;18;Não;Não;Não;Comprador Regular
413;42;Masculino;2138;Pós-Graduação;Casado;1;Cascavel;PR;Loja Física;Experiência Anterior;Cosméticos;1342.71;0;Sim;Sim;Não;Comprador Regular
414;32;Feminino;6053;Superior Completo;Casado;0;Itapipoca;CE;Redes Sociais;Propaganda TV;Livros;229.46;15;Sim;Sim;Não;Comprador Regular
415;31;Feminino;6454;Pós-Graduação;Solteiro;1;Juazeiro do Norte;CE;E-commerce;Experiência Anterior;Saúde;2814.57;1;Sim;Sim;Não;Comprador Regular
416;68;Masculino;20260;Pós-Graduação;Solteiro;3;Palmas;TO;E-commerce;Propaganda TV;Casa/Decoração;1946.9;11;Não;Sim;Não;Comprador Intenso
417;36;Feminino;4503;Médio;Solteiro;0;Parauapebas;PA;Marketplace;Amigos/Família;Moda;2041.87;7;Sim;Não;Não;Comprador Regular
418;24;Feminino;16021;Fundamental;Solteiro;0;Laranjal do Jari;AP;Redes Sociais;Propaganda TV;Alimentos;1141.82;16;Não;Sim;Sim;Comprador Regular
419;28;Masculino;2329;Fundamental;Solteiro;2;São José dos Campos;SP;Loja Física;Redes Sociais;Saúde;2339.08;13;Sim;Não;Sim;Comprador Intenso
420;45;Outro;19083;Médio;Solteiro;0;Santa Maria;RS;E-commerce;Influenciadores;Entretenimento;2679.31;15;Sim;Sim;Não;Comprador Intenso
421;34;Masculino;24000;Superior Incompleto;Solteiro;1;Cabedelo;PB;E-commerce;Reviews Online;Cosméticos;1969.91;20;Sim;Não;Não;Comprador Intenso
422;18;Feminino;1520;Médio;Viúvo;1;Laranjal do Jari;AP;Redes Sociais;Reviews Online;Moda;139.48;1;Sim;Sim;Não;Comprador Econômico
423;43;Masculino;6256;Pós-Graduação;Solteiro;0;Cruzeiro do Sul;AC;Redes Sociais;Experiência Anterior;Viagens;217.17;2;Sim;Não;Não;Comprador Econômico
424;25;Masculino;1662;Superior Incompleto;Solteiro;0;Sorriso;MT;E-commerce;Redes Sociais;Cosméticos;2592.24;8;Não;Sim;Não;Comprador Regular
425;53;Feminino;18838;Superior Completo;Divorciado;3;Samambaia;DF;Marketplace;Influenciadores;Cosméticos;1578.49;1;Não;Sim;Sim;Comprador Regular
426;44;Feminino;3831;Fundamental;Viúvo;3;Marabá;PA;Marketplace;Experiência Anterior;Livros;2889.6;11;Não;Sim;Não;Comprador Intenso
427;28;Masculino;6470;Médio;Casado;0;Uberaba;MG;Redes Sociais;Preço;Livros;568.99;2;Sim;Sim;Não;Comprador Econômico
428;47;Masculino;4899;Médio;Solteiro;2;Rorainópolis;RR;Redes Sociais;Influenciadores;Alimentos;2780.49;9;Sim;Não;Não;Comprador Regular
429;33;Feminino;25236;Médio;Casado;0;Juazeiro;BA;E-commerce;Amigos/Família;Eletrônicos;452.26;2;Sim;Não;Não;Comprador Econômico
430;42;Masculino;2370;Médio;Divorciado;2;Serra;ES;Redes Sociais;Amigos/Família;Viagens;215.51;18;Sim;Sim;Não;Comprador Regular
431;38;Masculino;1805;Superior Completo;Solteiro;0;Feira de Santana;BA;E-commerce;Reviews Online;Viagens;2665.21;13;Não;Sim;Não;Comprador Intenso
432;23;Feminino;5277;Superior Incompleto;Casado;3;Codó;MA;Marketplace;Propaganda TV;Moda;1843.76;4;Não;Não;Não;Comprador Regular
433;25;Feminino;7201;Fundamental;Divorciado;2;Cabo de Santo Agostinho;PE;Marketplace;Preço;Alimentos;1477.09;4;Sim;Não;Não;Comprador Regular
434;44;Masculino;10222;Médio;Viúvo;1;Codó;MA;Redes Sociais;Propaganda TV;Esportes;1563.12;11;Sim;Sim;Não;Comprador Intenso
435;29;Feminino;2035;Pós-Graduação;Solteiro;1;Contagem;MG;Loja Física;Influenciadores;Alimentos;2731.54;5;Não;Sim;Sim;Comprador Regular
436;28;Masculino;10839;Superior Completo;Casado;2;São Luís;MA;E-commerce;Experiência Anterior;Viagens;2925.74;14;Não;Sim;Sim;Comprador Intenso
437;22;Outro;11556;Superior Incompleto;Casado;0;Campinas;SP;Marketplace;Marca;Eletrônicos;289.85;17;Sim;Não;Não;Comprador Regular
438;37;Feminino;2980;Médio;Solteiro;1;Brasília;DF;Redes Sociais;Experiência Anterior;Viagens;2531.65;12;Não;Não;Não;Comprador Intenso
439;55;Feminino;5874;Superior Completo;Casado;0;Ribeirão Preto;SP;Redes Sociais;Reviews Online;Viagens;1193.24;13;Sim;Sim;Não;Comprador Regular
440;21;Masculino;2021;Superior Incompleto;Solteiro;0;Caucaia;CE;E-commerce;Propaganda TV;Saúde;562.49;17;Sim;Não;Não;Comprador Regular
441;33;Masculino;9503;Médio;Solteiro;2;Ilhéus;BA;Loja Física;Preço;Viagens;2875.79;20;Não;Não;Não;Comprador Intenso
442;48;Masculino;10600;Superior Incompleto;União Estável;2;Aparecida de Goiânia;GO;E-commerce;Reviews Online;Moda;1525.64;14;Sim;Sim;Sim;Comprador Intenso
443;32;Feminino;2175;Superior Incompleto;Solteiro;2;Gurupi;TO;Redes Sociais;Propaganda TV;Saúde;1874.9;8;Sim;Sim;Não;Comprador Regular
444;37;Feminino;1497;Superior Completo;Casado;1;Itajaí;SC;App Mobile;Propaganda TV;Moda;2070.24;18;Sim;Sim;Sim;Comprador Intenso
445;21;Masculino;5537;Superior Incompleto;Casado;3;Chapecó;SC;Redes Sociais;Influenciadores;Saúde;2185.33;2;Sim;Não;Não;Comprador Regular
446;37;Feminino;13165;Superior Completo;Casado;0;Santa Rita;PB;Loja Física;Influenciadores;Esportes;2986.37;9;Não;Sim;Sim;Comprador Regular
447;30;Feminino;27626;Médio;Divorciado;1;Parnamirim;RN;Marketplace;Preço;Entretenimento;263.59;14;Sim;Não;Não;Comprador Regular
448;43;Feminino;1713;Superior Completo;Viúvo;0;Rondonópolis;MT;App Mobile;Amigos/Família;Cosméticos;1210.41;12;Não;Sim;Não;Comprador Regular
449;46;Masculino;11450;Superior Incompleto;Solteiro;1;Parauapebas;PA;App Mobile;Redes Sociais;Cosméticos;91.8;16;Não;Não;Não;Comprador Regular
450;61;Masculino;4402;Médio;Solteiro;1;Rorainópolis;RR;Marketplace;Preço;Casa/Decoração;2991.52;10;Não;Não;Não;Comprador Regular
451;39;Feminino;33106;Superior Incompleto;Divorciado;0;Imperatriz;MA;Loja Física;Redes Sociais;Saúde;1805.31;10;Não;Sim;Não;Comprador Regular
452;36;Feminino;4184;Médio;Solteiro;2;Jaraguá do Sul;SC;App Mobile;Amigos/Família;Esportes;362.62;9;Não;Não;Não;Comprador Regular
453;35;Feminino;4155;Pós-Graduação;Casado;0;Paraíso do Tocantins;TO;E-commerce;Reviews Online;Livros;813.17;13;Sim;Sim;Não;Comprador Regular
454;29;Feminino;1778;Superior Completo;Solteiro;1;Arapiraca;AL;Loja Física;Reviews Online;Esportes;283.76;10;Não;Sim;Não;Comprador Regular
455;36;Masculino;3283;Superior Incompleto;Casado;2;Parnamirim;RN;Redes Sociais;Redes Sociais;Entretenimento;2706.28;8;Não;Não;Não;Comprador Regular
456;29;Feminino;2530;Médio;Solteiro;1;Corumbá;MS;Redes Sociais;Experiência Anterior;Esportes;498.48;19;Sim;Não;Não;Comprador Regular
457;34;Feminino;5566;Superior Incompleto;Casado;2;Caucaia;CE;Redes Sociais;Redes Sociais;Livros;837.72;8;Sim;Sim;Não;Comprador Regular
458;47;Masculino;1487;Fundamental;Solteiro;0;Belém;PA;Loja Física;Amigos/Família;Alimentos;1921.38;10;Sim;Não;Sim;Comprador Regular
459;21;Masculino;1886;Superior Completo;União Estável;0;Paraíso do Tocantins;TO;App Mobile;Reviews Online;Casa/Decoração;401.88;9;Não;Não;Não;Comprador Regular
460;45;Feminino;2655;Superior Completo;Solteiro;1;Arapiraca;AL;Marketplace;Amigos/Família;Esportes;252.44;9;Sim;Não;Não;Comprador Regular
461;47;Masculino;20508;Médio;Viúvo;1;Itajaí;SC;App Mobile;Reviews Online;Entretenimento;855.24;20;Não;Sim;Não;Comprador Regular
462;31;Feminino;12191;Pós-Graduação;Divorciado;3;Parnamirim;RN;Marketplace;Preço;Moda;1172.95;4;Não;Sim;Sim;Comprador Regular
463;18;Feminino;2345;Superior Incompleto;Casado;0;Gurupi;TO;App Mobile;Preço;Entretenimento;823.29;9;Sim;Não;Não;Comprador Regular
464;26;Feminino;11486;Superior Incompleto;Divorciado;0;Duque de Caxias;RJ;Redes Sociais;Preço;Livros;2576.92;5;Não;Sim;Sim;Comprador Regular
465;47;Masculino;13733;Superior Completo;União Estável;0;São Bernardo do Campo;SP;Redes Sociais;Marca;Casa/Decoração;309.84;17;Sim;Sim;Sim;Comprador Regular
466;32;Masculino;2675;Superior Completo;União Estável;1;Ribeirão das Neves;MG;E-commerce;Redes Sociais;Saúde;1922.67;20;Sim;Não;Não;Comprador Intenso
467;22;Masculino;4123;Pós-Graduação;Divorciado;2;João Pessoa;PB;App Mobile;Marca;Saúde;1746.89;6;Sim;Sim;Sim;Comprador Regular
468;27;Feminino;6204;Superior Completo;Casado;2;Palmas;TO;App Mobile;Reviews Online;Eletrônicos;1826.89;3;Não;Não;Não;Comprador Regular
469;42;Feminino;5771;Fundamental;Casado;0;Várzea Grande;MT;E-commerce;Propaganda TV;Livros;211.5;3;Sim;Não;Sim;Comprador Impulsivo
470;39;Masculino;12708;Fundamental;Solteiro;3;Parauapebas;PA;E-commerce;Redes Sociais;Saúde;2208.84;14;Não;Não;Não;Comprador Intenso
471;30;Feminino;8002;Superior Incompleto;União Estável;0;Parnamirim;RN;Redes Sociais;Amigos/Família;Saúde;1049.29;16;Não;Sim;Sim;Comprador Regular
472;28;Masculino;11948;Médio;União Estável;2;Penedo;AL;App Mobile;Influenciadores;Saúde;170.32;20;Sim;Sim;Não;Comprador Regular
473;28;Masculino;4288;Superior Completo;Casado;3;Santarém;PA;E-commerce;Amigos/Família;Esportes;1546.51;5;Sim;Sim;Não;Comprador Regular
474;22;Feminino;5302;Médio;Solteiro;2;São José dos Campos;SP;Marketplace;Marca;Moda;673.89;9;Sim;Sim;Sim;Comprador Regular
475;50;Masculino;7758;Superior Completo;Solteiro;2;Cascavel;PR;E-commerce;Amigos/Família;Saúde;2754.6;7;Sim;Sim;Sim;Comprador Regular
476;29;Masculino;10620;Médio;Divorciado;2;Pelotas;RS;Marketplace;Influenciadores;Casa/Decoração;2840.3;9;Sim;Não;Não;Comprador Regular
477;46;Feminino;3419;Superior Incompleto;Casado;1;Palmeira dos Índios;AL;Loja Física;Marca;Viagens;326.44;7;Sim;Sim;Não;Comprador Regular
478;49;Feminino;10470;Fundamental;Casado;3;Cruzeiro do Sul;AC;App Mobile;Reviews Online;Cosméticos;972.45;9;Sim;Sim;Não;Comprador Regular
479;43;Masculino;1258;Médio;União Estável;0;Abaetetuba;PA;App Mobile;Redes Sociais;Cosméticos;2996.08;19;Sim;Não;Sim;Comprador Intenso
480;28;Feminino;1901;Pós-Graduação;Solteiro;1;Oiapoque;AP;App Mobile;Preço;Moda;1726.04;11;Não;Sim;Não;Comprador Intenso
481;37;Feminino;3311;Médio;Casado;2;Floriano;PI;E-commerce;Reviews Online;Casa/Decoração;2951.82;6;Não;Não;Não;Comprador Regular
482;32;Masculino;12238;Superior Completo;Solteiro;1;Caxias do Sul;RS;App Mobile;Amigos/Família;Entretenimento;1774.04;17;Não;Não;Sim;Comprador Intenso
483;23;Masculino;1779;Pós-Graduação;Solteiro;0;Patos;PB;App Mobile;Propaganda TV;Cosméticos;2077.15;8;Sim;Sim;Sim;Comprador Regular
484;36;Feminino;5829;Médio;Casado;2;Cacoal;RO;Redes Sociais;Marca;Alimentos;2643.45;1;Não;Sim;Sim;Comprador Regular
485;20;Masculino;1608;Superior Incompleto;Casado;0;Montes Claros;MG;E-commerce;Preço;Esportes;515.1;5;Não;Não;Não;Comprador Econômico
486;46;Feminino;1475;Pós-Graduação;Casado;2;Sorriso;MT;Redes Sociais;Redes Sociais;Cosméticos;2685.23;11;Não;Sim;Sim;Comprador Intenso
487;27;Feminino;3761;Superior Completo;Solteiro;2;Boa Vista;RR;Loja Física;Redes Sociais;Entretenimento;1036.4;17;Não;Sim;Não;Comprador Regular
488;35;Masculino;1367;Médio;Divorciado;1;Palmas;TO;E-commerce;Propaganda TV;Viagens;2680.49;20;Sim;Não;Não;Comprador Intenso
489;36;Masculino;10181;Superior Completo;Divorciado;1;Plano Piloto;DF;Redes Sociais;Experiência Anterior;Moda;55.02;3;Não;Sim;Sim;Comprador Impulsivo
490;30;Feminino;26034;Superior Incompleto;Solteiro;3;Teresina;PI;App Mobile;Influenciadores;Viagens;2643.52;17;Sim;Não;Sim;Comprador Intenso
491;39;Feminino;25826;Médio;Casado;1;Juazeiro;BA;Redes Sociais;Propaganda TV;Eletrônicos;1185.67;6;Sim;Sim;Não;Comprador Regular
492;27;Feminino;2851;Superior Completo;Viúvo;2;Parnaíba;PI;Marketplace;Propaganda TV;Esportes;308.38;19;Sim;Não;Sim;Comprador Regular
493;42;Masculino;2432;Médio;Solteiro;2;Rio Largo;AL;E-commerce;Experiência Anterior;Esportes;1053.15;4;Não;Sim;Sim;Comprador Regular
494;18;Masculino;3237;Superior Incompleto;Solteiro;1;Itapipoca;CE;Marketplace;Influenciadores;Livros;1798.53;10;Sim;Sim;Sim;Comprador Regular
495;34;Feminino;6370;Superior Completo;Casado;2;São José dos Pinhais;PR;Loja Física;Redes Sociais;Cosméticos;2043.63;0;Sim;Não;Não;Comprador Regular
496;54;Masculino;11325;Médio;Casado;3;Canoas;RS;Redes Sociais;Preço;Viagens;2486.53;11;Não;Não;Sim;Comprador Intenso
497;21;Masculino;3894;Fundamental;Casado;1;São José dos Pinhais;PR;Marketplace;Preço;Esportes;1137.33;19;Sim;Não;Sim;Comprador Regular
498;25;Feminino;8464;Superior Incompleto;Divorciado;0;Santana;AP;Loja Física;Redes Sociais;Saúde;1648.14;0;Sim;Sim;Não;Comprador Regular
499;38;Feminino;38044;Médio;União Estável;1;Criciúma;SC;App Mobile;Propaganda TV;Esportes;2883.86;11;Sim;Sim;Não;Comprador Intenso
500;34;Masculino;24488;Pós-Graduação;Casado;3;Ceilândia;DF;Loja Física;Amigos/Família;Esportes;2613.92;15;Não;Sim;Sim;Comprador Intenso
501;36;Feminino;8306;Pós-Graduação;Casado;0;Samambaia;DF;E-commerce;Preço;Entretenimento;420.5;19;Não;Sim;Não;Comprador Regular
502;38;Feminino;7726;Fundamental;União Estável;0;Cachoeiro de Itapemirim;ES;App Mobile;Experiência Anterior;Moda;2800.94;3;Sim;Sim;Não;Comprador Regular
503;39;Masculino;5379;Médio;Divorciado;0;Tarauacá;AC;Marketplace;Influenciadores;Eletrônicos;262.38;11;Sim;Sim;Não;Comprador Regular
504;45;Masculino;5620;Pós-Graduação;Casado;2;Guarulhos;SP;Loja Física;Experiência Anterior;Saúde;924.63;12;Não;Sim;Não;Comprador Regular
505;37;Feminino;18442;Superior Incompleto;Solteiro;0;Macapá;AP;App Mobile;Amigos/Família;Entretenimento;1551.1;17;Não;Não;Sim;Comprador Intenso
506;30;Feminino;8541;Fundamental;Casado;3;Parauapebas;PA;App Mobile;Experiência Anterior;Eletrônicos;374.12;7;Não;Não;Não;Comprador Regular
507;40;Feminino;1443;Fundamental;Solteiro;1;Aparecida de Goiânia;GO;E-commerce;Marca;Saúde;927.6;15;Não;Não;Não;Comprador Regular
